,dz,overlap,types,nx,ny,status
zZRcUubpw2KtoMMtOLZU,0.1,False,polygon-rectangle-shoe,112.0,112.0,train
u6hQITlT1aif0DZgfDFT,0.1,False,ring-shoe-ring,112.0,112.0,val
bL2wv0AdbAPwfyV77Oa5,0.1,False,circle-rectangle,112.0,112.0,train
vwxcp7MZH27RcRm1YgUV,0.1,False,circle-shoe-square-shoe,112.0,112.0,test
Fy9HFL1dYwAqYO6U61ws,0.1,False,ring-shoe-rectangle,112.0,112.0,train
TCw6NDWcqFx1ndV9GUjb,0.1,False,rectangle-circle,112.0,112.0,test
y0hLwbPdfFZFbpbVVZ4r,0.1,False,polygon-polygon,112.0,112.0,train
Q1Cg3tcGN2ceWqUACasA,0.1,False,ring,112.0,112.0,train
rxTSEMCajH8Ffl0zLk7e,0.1,False,shoe-ellipse-square,112.0,112.0,train
shpx3tDqGArAGp6A0YvR,0.1,False,circle-rectangle-polygon,112.0,112.0,val
UN8hizrvqQq8Dl8OiUa9,0.1,False,ellipse-circle-ring-rectangle,112.0,112.0,train
1MQxGmbLSUKydAgi2dtS,0.1,False,ring,112.0,112.0,train
krKxw6Ku1rox7xlnHigN,0.1,False,square-ring,112.0,112.0,train
I14Bhm8986K6k2LwINPy,0.1,False,polygon,112.0,112.0,train
58thrJiqHYORutbS4XEk,0.1,False,shoe,112.0,112.0,train
m6O4zmjRH3GJzlvktP8z,0.1,False,square-circle-ellipse-ellipse,112.0,112.0,train
ipTp3vpq8ky9LRmkSGuV,0.1,False,polygon-circle,112.0,112.0,train
MpVuGjkDLgrEGo3BwlbS,0.1,False,ellipse-circle,112.0,112.0,train
o7ujeAyMAINRA6Lb70Z1,0.1,False,polygon-square-polygon-ring,112.0,112.0,val
fvCpvbRikSnTLnL46Q51,0.1,False,ellipse-ring-square-ring,112.0,112.0,train
P19UcWlqAj91ArDR1rND,0.1,False,ring-ring-circle-circle,112.0,112.0,val
X0HSpgYTXr8nCQwOD41B,0.1,False,ring-circle,112.0,112.0,test
2AeV3dclswqAaT1j0Ruh,0.1,False,ellipse-circle,112.0,112.0,train
a3Z88LzMdtijsAxY0KFz,0.1,False,ellipse-polygon-ellipse-square,112.0,112.0,train
dpPzRLGpgcmHBqkftq6e,0.1,False,polygon-polygon-square-square,112.0,112.0,train
FSXDRHHqUY5W6TNNzmsc,0.1,False,ring-polygon,112.0,112.0,train
ooEv7JobmgfiD5OjFmgH,0.1,False,square,112.0,112.0,train
OKyFdNvC0VUXZCpg9wUj,0.1,False,polygon,112.0,112.0,train
Q5yBB4u1G86Atwm08Wdh,0.1,False,ring,112.0,112.0,test
IRUkKGfGqWC1Ti50B3h4,0.1,False,circle-polygon,112.0,112.0,val
L0QZ5ehU2lLY0CtQ50sZ,0.1,False,square-circle-ring,112.0,112.0,test
vhLX175CkWtv6Wslx3Nl,0.1,False,rectangle-circle,112.0,112.0,test
B6vD8J5NkmH66ttwhRye,0.1,False,polygon-square-rectangle-circle,112.0,112.0,train
WEvBg3sia6iGyIgxfnVY,0.1,False,shoe-shoe,112.0,112.0,train
EdRWzPvkIg0ILWJqJVIa,0.1,False,circle-ellipse-rectangle,112.0,112.0,train
L3DSdvxNOKLyiI2xIDm6,0.1,False,polygon-circle-ellipse-ellipse,112.0,112.0,val
A5W1Y5DuQ40Nc4n2Cdav,0.1,False,ellipse,112.0,112.0,test
CgrJUrwCBoeDXNcrNAtt,0.1,False,ellipse-square-ellipse-shoe,112.0,112.0,train
BWtX1QzfqW3aOpq1ERIY,0.1,False,polygon,112.0,112.0,test
sSq5vhttwnzw8B29oLHu,0.1,False,shoe-polygon,112.0,112.0,val
DztuWG7Et1JlmQbHzNcQ,0.1,False,circle-ellipse-ring,112.0,112.0,test
dY67Fl6Rii4xCtTXCUrE,0.1,False,square-ellipse-circle-ring,112.0,112.0,train
bEsSkE897az8QIJMG0wX,0.1,False,circle-rectangle,112.0,112.0,train
TNCzAxlsYjo3yglOj5yn,0.1,False,ring-shoe-rectangle,112.0,112.0,train
w7aUuimVFn3SbZKFbtW3,0.1,False,rectangle-shoe,112.0,112.0,test
JQMZoU8HDMtaEEzXICYo,0.1,False,square,112.0,112.0,train
yDuP3BmfiUu26xzoVfF7,0.1,False,ellipse-square,112.0,112.0,val
uIWevIi970T8zKSbiQcI,0.1,False,ring-circle,112.0,112.0,train
EToVie1ecrC72EytHJP1,0.1,False,polygon,112.0,112.0,train
60MLgV5GNcO3Vv1acgq7,0.1,False,shoe-shoe-circle-ellipse,112.0,112.0,test
JZYBXgD3MrqQroV9zPZP,0.1,False,ring-ring,112.0,112.0,train
gmIMBTlX5mgeZ6zA0zIq,0.1,False,ring-circle-rectangle,112.0,112.0,train
xUKzYx8bWQgs5IuNrZqr,0.1,False,circle-ring-ellipse-shoe,112.0,112.0,train
n6GqAkt7CEBQQazxe9B2,0.1,False,polygon-rectangle-circle,112.0,112.0,train
s8Q0TURe3JilqSEo9VrM,0.1,False,square-circle-polygon-circle,112.0,112.0,train
RKIWtTzbE9cQ1ahGMyYN,0.1,False,shoe-rectangle,112.0,112.0,test
WTlF37BeMcnelx20jQ09,0.1,False,rectangle-ellipse-ring,112.0,112.0,train
lb4uDKqPizkoEWUMDp7m,0.1,False,polygon-polygon-shoe-rectangle,112.0,112.0,train
tVwq7GpPHDvZ2QDwReMP,0.1,False,polygon-rectangle-shoe,112.0,112.0,train
ST5mz8LEJz1XIwWd57nx,0.1,False,square-rectangle-shoe,112.0,112.0,train
OLF1CqEuAYFrMi3uTCzy,0.1,False,polygon,112.0,112.0,val
1CUxBaNU8weqgq1RCkFa,0.1,False,square-circle-rectangle,112.0,112.0,test
PzoTE0W1NDlI2LR7XXdI,0.1,False,shoe-polygon-circle,112.0,112.0,train
8TjhhRALEoTRpY7SHC3C,0.1,False,rectangle-ellipse,112.0,112.0,train
cPPF0bZiv1OcqAJr13aj,0.1,False,square-square-rectangle-square,112.0,112.0,test
sjffUSC0cUTHAuizGJtj,0.1,False,ring-ring-polygon-rectangle,112.0,112.0,train
pxYuwhh2m3yH2dBVMMHs,0.1,False,square,112.0,112.0,train
b8DRsnpDo8RHyyW6h5CL,0.1,False,shoe,112.0,112.0,train
wOljY73EkVy5bKvsMA0Q,0.1,False,ellipse-circle-shoe,112.0,112.0,train
QcawZXhZKNqLliN3woiK,0.1,False,square-circle,112.0,112.0,val
GI6sX0pKDkl9YQzHcV3C,0.1,False,ring,112.0,112.0,train
dRK1HsBRtuAspc4qtcm0,0.1,False,rectangle,112.0,112.0,train
aFs179PopNhM4X3JW7cz,0.1,False,ring,112.0,112.0,train
KqDiQqA4mltwXrraPy2a,0.1,False,ring-circle-ellipse-ring,112.0,112.0,val
58oFJHO3rSiVG8Hry2Ru,0.1,False,ellipse-ring-ellipse,112.0,112.0,val
jqEEbdOUt1qSlxCmPCnJ,0.1,False,shoe-shoe,112.0,112.0,train
6f2JV4HFg8ATV6pHE0tC,0.1,False,rectangle-ring-polygon,112.0,112.0,train
MTWTfGjXeiszqWuJfvhL,0.1,False,shoe,112.0,112.0,train
bekdLSSQ6FMJkheCC2uK,0.1,False,rectangle,112.0,112.0,train
Z1RG1vMTWmTfendzrfTl,0.1,False,ring,112.0,112.0,val
sfEAxYDYSvUiilN4cLvs,0.1,False,rectangle-shoe-polygon-circle,112.0,112.0,train
MAVRsZ88ykJK7GIfsfB9,0.1,False,ring-ellipse,112.0,112.0,test
M0cEbI8YbkqZ3oifKmpp,0.1,False,polygon,112.0,112.0,test
kqbBB7Eo0GkISnU8GWmc,0.1,False,square-ellipse,112.0,112.0,val
L5QqZuarqootceVdCZPr,0.1,False,square-circle-rectangle,112.0,112.0,test
DzQntNyKxZooYhHsOh1T,0.1,False,circle-shoe-square-shoe,112.0,112.0,test
mqPYxgHKKX28DPHcyPDI,0.1,False,rectangle-rectangle,112.0,112.0,train
Gi0ROpQu6Q1WShZNcdBJ,0.1,False,polygon,112.0,112.0,train
ryOVzqgo2LqpVaZyCph2,0.1,False,ellipse-square,112.0,112.0,val
E2F0d7H0IbV8nqdQtU6G,0.1,False,circle-polygon-rectangle-polygon,112.0,112.0,train
1tuMp9Jn52CIM7crfTEU,0.1,False,polygon,112.0,112.0,train
zGyXGxZwjOvtyfiv8XEe,0.1,False,ellipse-polygon-rectangle-polygon,112.0,112.0,train
CQDREEwX8bvr3EhsnCg7,0.1,False,ring-ring-circle,112.0,112.0,train
nu97WB1FuRgNJKLFrlkv,0.1,False,ellipse,112.0,112.0,train
rsgrGaetlSunwhzxT1cq,0.1,False,square,112.0,112.0,train
3Rm9vL4Sza2dXuIzT9BN,0.1,False,rectangle-polygon-circle,112.0,112.0,train
OHb9dTpKhadvJiOaZXTl,0.1,False,circle,112.0,112.0,train
wqYtXSAPXGCWSlcSGjjz,0.1,False,circle-ring-rectangle,112.0,112.0,train
yiheOOctKV4YxBdIaV0p,0.1,False,circle,112.0,112.0,test
2aJQ4ROsRUOLba9hXhwA,0.1,False,ring-square,112.0,112.0,train
RedWxy6ATS2qM5qK1bgC,0.1,False,circle-ring-ellipse,112.0,112.0,test
zmi0hmVWbp8yeaMxcIRE,0.1,False,ring,112.0,112.0,train
7kEXpMW8xqtUiQApnglF,0.1,False,polygon-ring-ring-rectangle,112.0,112.0,test
HNkC6BljAqjDSVbwMhQo,0.1,False,circle-ring-shoe-square,112.0,112.0,train
Nhk0Nn6jIx415wOiXPrI,0.1,False,rectangle-circle-rectangle,112.0,112.0,test
ppxO1K4DduCgooCFuQ6g,0.1,False,square-shoe-square-shoe,112.0,112.0,train
0zIFdubQBfoZKbaqD604,0.1,False,circle-rectangle-polygon-rectangle,112.0,112.0,train
yIu7vxHtH7IM07pnPbwO,0.1,False,ring-rectangle,112.0,112.0,train
9H8hM0vlWe1PgL4Q2p07,0.1,False,square,112.0,112.0,val
lIsX6DuH3cs0rcoh4VIs,0.1,False,square-ring-ring,112.0,112.0,val
8t0eASMg3fc6v5r3Mtct,0.1,False,polygon-polygon-circle-circle,112.0,112.0,test
1stOnIN814VXll9tRNYD,0.1,False,polygon-rectangle-shoe,112.0,112.0,train
dQKxDL9Wypd1oru4Emg1,0.1,False,rectangle,112.0,112.0,test
7SMoBxjrZziVm1Iqcehm,0.1,False,ellipse-circle-shoe,112.0,112.0,train
baMfR8v7LQn6nWeyDR13,0.1,False,circle-ring-shoe-shoe,112.0,112.0,train
RRUAXomRkLPhrpTQH4BG,0.1,False,ellipse,112.0,112.0,test
H3KoenfnXfiuwC6uMRbj,0.1,False,square-shoe-polygon-ellipse,112.0,112.0,train
JvnBtLWH00gceoA88I0F,0.1,False,polygon-circle-rectangle-circle,112.0,112.0,train
cHZWnjWvV6axsbyz9eWD,0.1,False,shoe-ellipse,112.0,112.0,test
LmChAKKsJnzekI9abUaD,0.1,False,ring-polygon,112.0,112.0,test
YCOYZx17zLOenlUJz7fd,0.1,False,ellipse,112.0,112.0,test
mRF7TaYOHOvcqMa3NuGE,0.1,False,ring,112.0,112.0,train
XMdpCrPawbqUO1fwaZOb,0.1,False,shoe-shoe-polygon,112.0,112.0,val
NBA8MlDcG9coiQ2qI6rq,0.1,False,ring-square-polygon-shoe,112.0,112.0,test
G5repDrjc3h9JQYSB7AF,0.1,False,ring-circle-ring-polygon,112.0,112.0,train
7vCWZ7KmK5ChbhfUN6aT,0.1,False,square,112.0,112.0,train
Wb301A6fiqRaKbo2uGKc,0.1,False,square-ellipse-shoe,112.0,112.0,train
Voyd1xDLDGeNfPxsmGKD,0.1,False,shoe-rectangle,112.0,112.0,train
R49Y4uAxQPUmYk3s0hUN,0.1,False,rectangle,112.0,112.0,train
QOPUfKU8eYMFI17m1Kga,0.1,False,square,112.0,112.0,train
VYBkPpKs8i835bdkJh22,0.1,False,shoe-square,112.0,112.0,train
GaTaeYsyg0pO9WM0PSbb,0.1,False,circle-shoe-ring-circle,112.0,112.0,train
NQ7XRBWsHeyBvYEhWEOU,0.1,False,rectangle,112.0,112.0,test
dcGrrh6KtPsoWp0YZFXx,0.1,False,polygon-ellipse-ring-polygon,112.0,112.0,val
fAfOpFyed0YChfuMBmBe,0.1,False,polygon,112.0,112.0,train
AN2LRzihOge96edkjG1O,0.1,False,ring-rectangle-rectangle-square,112.0,112.0,test
seNADrh98R601Gx7Cch4,0.1,False,polygon-polygon,112.0,112.0,train
ruNqAD4y5V7CpRKX6A1Z,0.1,False,polygon-ellipse-square-polygon,112.0,112.0,val
H69GAEHmst7D0Uyvxl2X,0.1,False,square-ellipse,112.0,112.0,train
BSSzDeC51RgYoDvHwwfg,0.1,False,rectangle,112.0,112.0,train
F0KSuSjZ03MD6to3ZuIh,0.1,False,ring-shoe-square,112.0,112.0,test
uWiNHcjDC9m5ua8coTw5,0.1,False,circle-polygon,112.0,112.0,train
rURf3SaxfXQovmdPtvX1,0.1,False,square-square-ellipse-rectangle,112.0,112.0,train
XpGBRfRxqJRjv5EPZktD,0.1,False,square-ring-shoe,112.0,112.0,train
cUBVZAK74V0elVLbKzBO,0.1,False,circle,112.0,112.0,val
m3kMvRIyIW1EQHUvKDdn,0.1,False,circle-shoe-shoe-ellipse,112.0,112.0,train
lw9OmwXgCMG6hoznoXdw,0.1,False,polygon-polygon,112.0,112.0,train
oM6ZYHci3lgyA7N8czxl,0.1,False,shoe-circle,112.0,112.0,test
ZDDWtgLVGN3Ip0nMbOc2,0.1,False,ring-rectangle-ring-rectangle,112.0,112.0,train
c5DnsSJKY03M97nAMgPh,0.1,False,square-rectangle-shoe,112.0,112.0,val
u3mAeucmUXSA7kPQh21a,0.1,False,square,112.0,112.0,test
OFn4Gquti4x7SOPWeSJc,0.1,False,ring-ring,112.0,112.0,test
otwfuPaf7LEioR3zbXva,0.1,False,polygon,112.0,112.0,train
kKyWWS5D0uvx5j2Ee4K6,0.1,False,square-shoe,112.0,112.0,train
UUp2tXSy1SDNZemYYgoc,0.1,False,polygon-circle-shoe-circle,112.0,112.0,val
kojXbBr42VDytbhvWkto,0.1,False,rectangle-ellipse,112.0,112.0,train
Tjkp7r5KHCmCp8QWIikW,0.1,False,ellipse-circle-rectangle-ring,112.0,112.0,train
5sHCn5F4QdAiYf1VH48t,0.1,False,shoe-circle-circle,112.0,112.0,train
GdfcwoFuAP0fAR0gH1e0,0.1,False,polygon,112.0,112.0,train
NHksupPv2TWnW9tshfdP,0.1,False,ellipse-rectangle-square,112.0,112.0,train
k4FgweJy2qh5cXrAqqS6,0.1,False,polygon-ellipse-rectangle,112.0,112.0,train
vxEKFL0LgdwZUvEXHRiy,0.1,False,shoe-square-shoe,112.0,112.0,train
Ec9UtwLizcLNOpn60QY3,0.1,False,polygon-ring,112.0,112.0,train
Td7jKlJKYZOWam1fq0jk,0.1,False,square-rectangle-polygon,112.0,112.0,train
KsJ4Payf09SIixo5oTvi,0.1,False,polygon-rectangle-ring-polygon,112.0,112.0,train
lOyOeX59SRNcbWJnSNEM,0.1,False,square,112.0,112.0,train
inHmqqpWkNKLKjpuws9Y,0.1,False,ellipse,112.0,112.0,train
5PNZ5lXjPylIFCHZBKAl,0.1,False,circle,112.0,112.0,train
tZ5uBnkU1rdj6O9zIwO3,0.1,False,square-circle,112.0,112.0,train
pfPsOg2MPDvpFV8ATfoG,0.1,False,rectangle-rectangle-circle,112.0,112.0,test
iCZY1qzgTcBXwXI2NK4r,0.1,False,ring-polygon-shoe-rectangle,112.0,112.0,train
hPzrSVu15dkKoPSLybr0,0.1,False,ring,112.0,112.0,train
qjhHrV8ae8s6BvbTivm2,0.1,False,square-ring-polygon-ellipse,112.0,112.0,train
SAGtfFZPAluM3MYgnafI,0.1,False,circle-circle-rectangle-polygon,112.0,112.0,train
3rJxaSnI8PGvhrJ7SVIs,0.1,False,square-circle-square-square,112.0,112.0,train
kApBHuywCDqnmo2SAYsh,0.1,False,polygon-ring-shoe-ellipse,112.0,112.0,train
qLJXEGZnZercBUbBP00A,0.1,False,shoe-ring,112.0,112.0,test
ibwIQ5bSH5vf3WCYvRXM,0.1,False,ellipse,112.0,112.0,train
aCrEO7Mg3xvXolRAsBxa,0.1,False,circle-ring,112.0,112.0,train
C6NmQV3AtvoFEBFhPGkI,0.1,False,shoe-ring-polygon-ellipse,112.0,112.0,val
2rSZK1IjqHTjr5zlhbmz,0.1,False,shoe,112.0,112.0,train
1u3tT6stzGg41015zJX3,0.1,False,square,112.0,112.0,test
9n496dKiVPb94kTsV7EA,0.1,False,square,112.0,112.0,train
EbxSpzPopD6mpaCX3JhH,0.1,False,circle,112.0,112.0,train
2cjiZAcE4clTxO3cGZ64,0.1,False,ellipse-ring-polygon-ring,112.0,112.0,val
Kf3ASvpnsNmeiVxmyywz,0.1,False,polygon-polygon-square-square,112.0,112.0,test
A3lwT6aK5hJ8JGwHjUhS,0.1,False,ellipse,112.0,112.0,train
MXwaNTU56m3rAgr4dLxF,0.1,False,ring,112.0,112.0,train
kpOczkN4FPbr42P8upFr,0.1,False,circle-circle-rectangle,112.0,112.0,train
scuYF86rzARi5kaijqhX,0.1,False,ellipse-ring-circle,112.0,112.0,val
EstV1jWGXqJyWDi77FmN,0.1,False,polygon-circle-square,112.0,112.0,train
AHAsufKldVLuAxwgQsAr,0.1,False,ring-circle,112.0,112.0,train
bH15fROhlaYtmHR1oRKx,0.1,False,circle-ellipse-ellipse,112.0,112.0,test
p5hzqpeRXhcum3ZuGkx7,0.1,False,square,112.0,112.0,train
WlqpjhFEnNTVtlXRzwq8,0.1,False,rectangle,112.0,112.0,test
S2wDTKhVr7Qv2pftIJ8G,0.1,False,ring-square-polygon-circle,112.0,112.0,test
EZvsdEcwOE0u7uNwRGoj,0.1,False,square-ellipse-rectangle,112.0,112.0,test
L9pn0uCmp6YirbWsVLID,0.1,False,shoe-square,112.0,112.0,train
ndiqdGnv1nw3lazoHQBz,0.1,False,rectangle,112.0,112.0,train
sGta1NUXbJOYDc20bJXJ,0.1,False,ellipse,112.0,112.0,train
NJuJR6IVxPHSrWJ3oKOs,0.1,False,rectangle-polygon-square,112.0,112.0,train
aHHuVctMrCOeFYl5D0Sp,0.1,False,polygon,112.0,112.0,train
rWzRwFzAxN1w2r3cAoFU,0.1,False,square-polygon,112.0,112.0,train
Fj5joWrKnqWL7tY9ytg2,0.1,False,ellipse-rectangle-square-square,112.0,112.0,test
SNczS2FT8KjGokRo9p9b,0.1,False,circle,112.0,112.0,test
vqclKDAAdv2Hn7hwzZwn,0.1,False,ellipse-rectangle,112.0,112.0,test
couyQ400aupDw6PcpPyQ,0.1,False,shoe-ellipse,112.0,112.0,test
reskIKSoHKs4Rq2lcw9z,0.1,False,circle-polygon-polygon,112.0,112.0,train
eHl8nWwcGnctke3fkMxa,0.1,False,rectangle-polygon-ellipse,112.0,112.0,train
OMbYK5sHAkKyeelwIlUJ,0.1,False,polygon,112.0,112.0,train
prBYrkrmPFhEWKDw4g12,0.1,False,square-ellipse-shoe-shoe,112.0,112.0,train
cBXmu92OkT7du4vu18hj,0.1,False,shoe-shoe-square,112.0,112.0,val
TkIVUjcUG7tD4xiylPkW,0.1,False,shoe-square,112.0,112.0,train
SVmRFHNwoPb1xv61MYFX,0.1,False,circle-square-circle,112.0,112.0,train
ZbZyfEU87bzJmUuRRHtV,0.1,False,shoe-circle-circle,112.0,112.0,train
UXxq8gtqWXbkseRCeNug,0.1,False,shoe-circle-square-polygon,112.0,112.0,train
oIvdnD0L3LKQEfGTYkch,0.1,False,ellipse-rectangle-circle,112.0,112.0,train
pQW1xsq8k8pvCb4Ng0gG,0.1,False,shoe-polygon,112.0,112.0,test
2A1NsFnZFArZyMQ0vgit,0.1,False,ellipse-shoe-rectangle,112.0,112.0,val
w8VlgjynQgslX7iTVmX7,0.1,False,square-polygon,112.0,112.0,train
bvZCxwRh5nY3mcZxTgR4,0.1,False,polygon-square-square-ring,112.0,112.0,val
r4yjUyqtRaNezp8JZgeX,0.1,False,rectangle-ring-ring,112.0,112.0,train
omJ0GDiOP0Mlq63iX516,0.1,False,circle-polygon-polygon-shoe,112.0,112.0,val
o36QG2rXuvdBqHI6YZEF,0.1,False,ring,112.0,112.0,val
InZSX0jpiOWjOCp4p0rY,0.1,False,ellipse-shoe-circle,112.0,112.0,test
GrEf8qE8rAAINI6F2ULz,0.1,False,ellipse-ellipse-rectangle-shoe,112.0,112.0,train
E2QiP1P8LFRXXsMPBaIM,0.1,False,ring-ellipse-square,112.0,112.0,train
KUWjLmqPAqlmbs9KqJl5,0.1,False,rectangle-shoe-ellipse,112.0,112.0,train
GV54hJig784wBaV4bedl,0.1,False,shoe-square-rectangle-square,112.0,112.0,val
KabxSRVBxVaXU7CtNSWa,0.1,False,ring-square-square,112.0,112.0,train
zvzfwMSYM0Ohwtb2ILyI,0.1,False,shoe-shoe-shoe,112.0,112.0,val
XBbapQWJxhlttq5W0J2T,0.1,False,ellipse-shoe-shoe,112.0,112.0,val
zeQpliTUF2jLmF57Bjuf,0.1,False,ring-shoe-polygon,112.0,112.0,train
3qmpk7wXTo6KDVMmkQmr,0.1,False,circle-rectangle-ring-rectangle,112.0,112.0,val
95FgIMJSiNFQ2GJ1EboW,0.1,False,square,112.0,112.0,train
eBVHgqBrIPqaXLjpq3hF,0.1,False,shoe-ellipse-rectangle-shoe,112.0,112.0,train
dyFPpbDeP38dob1I4wE5,0.1,False,circle-shoe,112.0,112.0,train
QI2D53ZysO4icOCkfjGp,0.1,False,ring,112.0,112.0,train
lyIWQPb5Wat9eNGG4eTY,0.1,False,shoe-square,112.0,112.0,train
JKs7CURXfeU18Zz0nX9m,0.1,False,ellipse,112.0,112.0,val
BHUTo6ThlxwJXN3bMpY9,0.1,False,ellipse-polygon-ring-ellipse,112.0,112.0,train
o77SyDyb7EBUzV1N3fZa,0.1,False,ring-square-ring-circle,112.0,112.0,train
8e1CxdQtsBn8LLEYRFal,0.1,False,square-polygon-square-square,112.0,112.0,val
5EtEABRibEoBNgABpJ0a,0.1,False,rectangle,112.0,112.0,train
VB1igici5kowmIUEiU5p,0.1,False,rectangle-shoe,112.0,112.0,train
RQPJ6yA1nZqwzkUxm2Go,0.1,False,ellipse,112.0,112.0,train
JRUWsSxovTcfSX10YxFg,0.1,False,rectangle-circle-ring,112.0,112.0,train
xLCutqMfddWlDnQ8KTpP,0.1,False,polygon-shoe,112.0,112.0,train
6vRJQTpH1o2ppOyi0Fqw,0.1,False,ring-square-ellipse,112.0,112.0,train
M0krBQj2qUaGnK40yv0x,0.1,False,shoe,112.0,112.0,train
i3F7GoxFDxCI15YsuQcg,0.1,False,ring,112.0,112.0,train
WuIukhfNrtbeIrcsYYuI,0.1,False,square-polygon-circle-shoe,112.0,112.0,train
U6qvFtBlp2cuItF7pIQ8,0.1,False,circle-polygon-ellipse-ring,112.0,112.0,train
25q6O4c6tkj36UHmoqL2,0.1,False,ellipse-shoe,112.0,112.0,test
YwosJUoKFQPGftozi2wE,0.1,False,rectangle,112.0,112.0,val
DEz0dazaG7XKUpt1I0fW,0.1,False,circle-circle-ellipse-shoe,112.0,112.0,val
ffTuMaW3y60ajB9yrVyI,0.1,False,circle,112.0,112.0,train
giqxTf7Ak9y1ZEP256yN,0.1,False,square,112.0,112.0,train
B0bTbveLfIhU4RCFy7o8,0.1,False,polygon-rectangle,112.0,112.0,train
Oc1WjoBwbP2Tx8md1AXX,0.1,False,ring-ring-circle,112.0,112.0,train
v6BjYtJPe5ycd1pRrMzE,0.1,False,ring,112.0,112.0,train
6EQHOoCZ2PR1T2gB1roC,0.1,False,circle-ring-circle-shoe,112.0,112.0,test
x8Tn5mmGHqb8SvJna0Tn,0.1,False,shoe,112.0,112.0,train
XbrZA9pgRS3NNy2ohTOz,0.1,False,shoe-square-rectangle,112.0,112.0,train
Gs2GjYazIjSf46i5fHkR,0.1,False,ring-ring,112.0,112.0,val
tdX0F095rXFIQoBBRYLm,0.1,False,shoe-ring,112.0,112.0,train
1pmaDVVbFM4wdLtXjQE5,0.1,False,ring-polygon-ellipse,112.0,112.0,train
R8BV3xJyUsfWdT8Moaws,0.1,False,rectangle-rectangle-square,112.0,112.0,test
fuwkTLe68iZvPRkTz91M,0.1,False,square,112.0,112.0,train
yYycEqczqhUv8jzWAzMx,0.1,False,rectangle-ring,112.0,112.0,train
8XFvHWMo0cqgGo2xiQCg,0.1,False,rectangle-ellipse-rectangle,112.0,112.0,train
JFvwbHJnEezYMpj6cEPX,0.1,False,shoe-circle,112.0,112.0,val
3cM0GbtoNzZeQLDj6SW8,0.1,False,shoe-ellipse-rectangle-ring,112.0,112.0,train
SsLk5ii2cKTHeJSCpjDQ,0.1,False,square-circle-square,112.0,112.0,train
4oFp41ITJZWokFvBig1i,0.1,False,shoe-circle-ring-circle,112.0,112.0,test
xbccSYp2Pza8jk4QelqF,0.1,False,ellipse,112.0,112.0,val
9RcHMmdPcVccE4OOwLdx,0.1,False,polygon-rectangle-polygon,112.0,112.0,val
V5yeUpRJudMw1Fh55OrS,0.1,False,circle,112.0,112.0,train
Uw0WdPM64Ijpk2AZmTEv,0.1,False,ellipse-shoe,112.0,112.0,train
LH7XmVRUHlv6SAOvurfr,0.1,False,rectangle-rectangle-square-ellipse,112.0,112.0,train
7QZX8oGpxQFhStTSeMub,0.1,False,rectangle-square-polygon-square,112.0,112.0,val
uNU8db8KjOWoXWPQraKA,0.1,False,ellipse-rectangle-ring,112.0,112.0,train
KCmYcV7MoD3W2FjCAeGm,0.1,False,ring-ring,112.0,112.0,train
vV49u5XMxQG1WkVb8bLL,0.1,False,circle-shoe-circle-circle,112.0,112.0,val
l3GyeIbT9jN4AEh5cUFW,0.1,False,shoe-circle,112.0,112.0,test
xvpjOnEZI8fOY6dgPtbR,0.1,False,ring-circle-shoe-circle,112.0,112.0,val
Mq6O9YTYJlwoe3c8HCpY,0.1,False,ring-ring-rectangle-polygon,112.0,112.0,test
d2KnK16XlCLmIeYupDiu,0.1,False,polygon,112.0,112.0,train
2bOPltyNRvjzb7JS4IDz,0.1,False,ellipse,112.0,112.0,train
VZgFtrIapgubCefxD5lY,0.1,False,ring-ring-rectangle,112.0,112.0,train
CNj5cujiaFAHbkOrbVr6,0.1,False,polygon,112.0,112.0,train
EHGZhu6a2Ep7yFgH9Dda,0.1,False,polygon,112.0,112.0,val
4zxJ63jei98OpbjuxTHn,0.1,False,polygon-square,112.0,112.0,train
YPTYoRFW6OnS70U39Jpi,0.1,False,rectangle,112.0,112.0,train
JeA1yb7dCRsRme5aVTnf,0.1,False,square-ring-square,112.0,112.0,train
CUZ0AhRfc10JvG16p32K,0.1,False,shoe-shoe-rectangle,112.0,112.0,train
EnRSA9A9sjw3LvSOOmOn,0.1,False,shoe-ellipse-rectangle,112.0,112.0,train
MMuFgYri0QxuA18TjUbt,0.1,False,shoe-ellipse,112.0,112.0,val
oV5huj29CZaSyrp41Tg1,0.1,False,ring-circle-rectangle,112.0,112.0,train
31Fn9cCNT9JjBvnXsQYT,0.1,False,circle,112.0,112.0,train
mliiOBjo4oDqhG4cMToF,0.1,False,circle-circle,112.0,112.0,test
oLoPugm4WEOgJTxySnby,0.1,False,circle,112.0,112.0,train
EuYLeqQepEWBN08TvBhZ,0.1,False,polygon,112.0,112.0,train
msLQOmzcSqMT8S6KU02r,0.1,False,circle-polygon-shoe,112.0,112.0,train
GHJuLno8dyZX3NSFKxuV,0.1,False,polygon,112.0,112.0,train
oIfGSdBKkPyEbQif5XuW,0.1,False,rectangle,112.0,112.0,test
A9cwe1pSfkSg1DSKYyLu,0.1,False,rectangle,112.0,112.0,train
KgIl4jx6H2MxJiq7PHuD,0.1,False,ellipse-ellipse-rectangle-square,112.0,112.0,train
iD7p8PmRhvJoXZL8PEI4,0.1,False,ellipse,112.0,112.0,train
I0kbHnH3LLpZsq96J9bf,0.1,False,polygon-rectangle,112.0,112.0,val
