,dz,overlap,types,nx,ny
oulSOc6I1lqzzgBhTngM,0.1,False,square-ellipse-shoe,112.0,112.0
SmoUf5U7PM94QDVEc47B,0.1,False,rectangle,112.0,112.0
5dQ4ITQRhETaEbQmC38A,0.1,False,square-shoe,112.0,112.0
LEdhqSYqbUp4hb3pQvwQ,0.1,False,ring,112.0,112.0
mFw1csSSzCVBEgGPzAUF,0.1,False,shoe,112.0,112.0
dKrW7c9uJzyL32Ygx8Ty,0.1,False,square-square,112.0,112.0
u6zMwpr46Ph1qG0JV6jx,0.1,False,square-polygon,112.0,112.0
UydldG4bl2GdmJqtnFH8,0.1,False,ellipse-rectangle-polygon-square,112.0,112.0
Y8UaUnIcNHmZYyU1zCA8,0.1,False,polygon-circle-polygon-circle,112.0,112.0
6P5s0nfzWuSyhmjas0N0,0.1,False,shoe-rectangle-square-square,112.0,112.0
sfDC4TdNvK4D67VRPtU3,0.1,False,circle-ring-ellipse,112.0,112.0
jp5yFrDVNNz29Te89qi1,0.1,False,polygon,112.0,112.0
M0J7zzL34L2Qq8vNJg0z,0.1,False,shoe-square,112.0,112.0
jIinPDYoC0Dv6nNNDVBV,0.1,False,square-ellipse,112.0,112.0
QbXserzcxsHsCFUuioP7,0.1,False,ring,112.0,112.0
ER5Xq9mNCDBIStWdnL8Q,0.1,False,rectangle-shoe-square,112.0,112.0
R1OqNFLVxI18UtXeuXo1,0.1,False,square-ring-ring,112.0,112.0
uDbcwnn2svgQKcwVMxVC,0.1,False,shoe-polygon,112.0,112.0
ne7aqUUV3fxEt1PAFF3R,0.1,False,square-rectangle-shoe,112.0,112.0
7ogtndXzrugd5ihSgtcl,0.1,False,polygon-square-shoe,112.0,112.0
7vEJOfNVQMmQ7EskWeSw,0.1,False,polygon-circle-polygon,112.0,112.0
HdimvEQG5BvrqjUNebzZ,0.1,False,shoe-shoe,112.0,112.0
UAYzBd8lMu6GAXg4iQr3,0.1,False,ellipse,112.0,112.0
Cw5nHLNbQZxkpnSfEaie,0.1,False,ring-ring-ring-ellipse,112.0,112.0
NhHBx0UHgCEIdiHJBgUr,0.1,False,square-polygon-polygon,112.0,112.0
u90iTR1NT0jLMqoIibuI,0.1,False,shoe-shoe-square,112.0,112.0
L8y9PdoWMdTVeELvkxm2,0.1,False,polygon,112.0,112.0
dcwctQF8mwxwd8XZK6p2,0.1,False,rectangle,112.0,112.0
reskIKSoHKs4Rq2lcw9z,0.1,False,circle-polygon-polygon,112.0,112.0
NL6vRU4CazoPzgVJ6TDS,0.1,False,shoe-circle-circle-ellipse,112.0,112.0
CfmO9kUIGXVNG4Zc7HBd,0.1,False,square,112.0,112.0
d7zVkbIMgrt3TiBwh2mI,0.1,False,rectangle,112.0,112.0
JoAVUCHeRTNfyIFwuvxe,0.1,False,polygon-shoe-ring,112.0,112.0
sAKiPmcKmWu8R3938vbs,0.1,False,polygon-polygon-ring-polygon,112.0,112.0
m31Z3KHA2O8DsFUl7lUK,0.1,False,polygon,112.0,112.0
b2vvYf0V7F2JIijEmasK,0.1,False,ellipse,112.0,112.0
OFHtMVRu3EMJ1J845fQg,0.1,False,ellipse-ellipse,112.0,112.0
etLJgSGXggeVee8duwf0,0.1,False,polygon,112.0,112.0
Hnv1MSx7jJz4P83dgKA0,0.1,False,polygon-polygon,112.0,112.0
09WvFTTaN2r2QkhDwUb2,0.1,False,polygon-shoe-ellipse-polygon,112.0,112.0
PDYDFG7WVWapgYcyOOdA,0.1,False,square,112.0,112.0
1DXCsf2tPTBP54bGThny,0.1,False,shoe-shoe-ellipse,112.0,112.0
Q0DTBUeYJgEpuOerXMhN,0.1,False,ring-rectangle-ellipse,112.0,112.0
WSRjbfq9Rb9wgRu3XEdb,0.1,False,ellipse-ellipse-rectangle,112.0,112.0
jF5XX0dKABrbMTG7UvHy,0.1,False,ring-shoe-circle-ring,112.0,112.0
NmwwKAv49TPoDj0Hydja,0.1,False,shoe-square-ring-shoe,112.0,112.0
AAYXyZTVlATA8nCjFkPN,0.1,False,polygon-shoe,112.0,112.0
icR4XA6X9ES8iKKPWqkd,0.1,False,rectangle-circle-polygon,112.0,112.0
bB05XnuSMIitaPEbCRK8,0.1,False,polygon-ellipse,112.0,112.0
DyQUjCutCPgOekI4Ruet,0.1,False,rectangle,112.0,112.0
XEjl9ACr0BbtXay95f0u,0.1,False,rectangle-circle-shoe,112.0,112.0
etrZOReKZqGQj3XccQEW,0.1,False,square-ellipse-square,112.0,112.0
WfnReCstNkNfS1QURAFn,0.1,False,shoe,112.0,112.0
nQvFaDYeHptlkXG44ern,0.1,False,ellipse-rectangle-rectangle-square,112.0,112.0
eSQQ2pn9bsmtJN4dw9yF,0.1,False,polygon,112.0,112.0
fNYj0VpRsVVNFL3Tv9kG,0.1,False,rectangle-ellipse,112.0,112.0
0rNVP27Rmy8faoShAUyZ,0.1,False,square,112.0,112.0
Jgo9gBiNtJOMlnN38F6x,0.1,False,shoe,112.0,112.0
njnOhskbw7w86xiQU1oR,0.1,False,ellipse,112.0,112.0
jIfjLgw7dp64R8603cii,0.1,False,shoe-rectangle-ellipse-polygon,112.0,112.0
fQlc0TnOvOOpTP5zgYAg,0.1,False,shoe-ring-shoe-polygon,112.0,112.0
k50w3zdGPSrKNhiBwe9y,0.1,False,ellipse-ellipse,112.0,112.0
82J4JW7e6lADYU8gJnrM,0.1,False,ring-ring-rectangle,112.0,112.0
qBLM7Kd6ClG9loS8Osf4,0.1,False,polygon-rectangle-ellipse,112.0,112.0
kd5j98T1GVOKgKu7IyjU,0.1,False,polygon-shoe-rectangle,112.0,112.0
3iMko7XjwM45o6PnTMyo,0.1,False,polygon-rectangle,112.0,112.0
azrAkt2x6XgsjYJYaaif,0.1,False,square-rectangle-square,112.0,112.0
FhPuZbKbRSspw2c8vbA5,0.1,False,square-polygon,112.0,112.0
jMRh6TEOeqs2rVAmPM8S,0.1,False,shoe,112.0,112.0
7EibXte7kZjfUbpEF7Xf,0.1,False,square-ellipse-circle,112.0,112.0
wBm4vzIQshVT1pV8QvR9,0.1,False,circle-square-shoe,112.0,112.0
FwGouRgcHVndwRyReSN6,0.1,False,rectangle-ring-polygon,112.0,112.0
4b4OSvkIORJgYqxa4GrK,0.1,False,square-rectangle,112.0,112.0
g80Pa6wFfUCEF058WBh3,0.1,False,shoe-polygon-rectangle,112.0,112.0
nXDZCaLb0uxUCRLajoI8,0.1,False,polygon,112.0,112.0
woZjioILjxEGvvxGALXu,0.1,False,ring-ellipse,112.0,112.0
a3EQ5FDV07jOr5U8fUXk,0.1,False,circle-polygon,112.0,112.0
GwSaC7bMEh6k0AaQK1HG,0.1,False,shoe-rectangle-ring,112.0,112.0
x6VnDNTJlUGeVUJtbY0J,0.1,False,circle-rectangle,112.0,112.0
shIJ3V6hksPcSCTA4NtO,0.1,False,shoe-polygon,112.0,112.0
D0EG23Kv98HXDsXR0cJh,0.1,False,ring-shoe-rectangle,112.0,112.0
doNZXCwpbWCIGGm17jkz,0.1,False,ring,112.0,112.0
3Yk2rZl65KY6wDXUNok8,0.1,False,polygon-ring-circle,112.0,112.0
oQlKE7naLhTNuARIthGw,0.1,False,ring-ellipse-rectangle-polygon,112.0,112.0
HtOMwIZW5gRkKW3QjkoG,0.1,False,circle,112.0,112.0
sLWDrS3dclExkVNuB84W,0.1,False,rectangle-circle-square-circle,112.0,112.0
6lMmlDsYCdGG3UqUZsVU,0.1,False,shoe-polygon-circle,112.0,112.0
wLLcS9JwhWKWZcm75K3i,0.1,False,square,112.0,112.0
xh9tk1MMzXuMRxi0nRcy,0.1,False,shoe,112.0,112.0
98hOggXEprpR9uezC20L,0.1,False,ring-circle-circle-shoe,112.0,112.0
gPhp3IdpYs7aEi9XYGVE,0.1,False,shoe-shoe-ring-ellipse,112.0,112.0
vJ8P765vg8FUZirmMMgH,0.1,False,square-ring-polygon-ring,112.0,112.0
dp9joZGi04WK8sZqLYgE,0.1,False,square-polygon-circle,112.0,112.0
9SWb0foaA8jBCHkQdqlH,0.1,False,square-rectangle,112.0,112.0
1n30OdHu7n1VeGQjcwCb,0.1,False,ellipse,112.0,112.0
ribbSEnpTDAWpzh523kp,0.1,False,rectangle-ellipse-polygon-shoe,112.0,112.0
bXgrSjfQ64mGSk1oDmU7,0.1,False,polygon-polygon-square-square,112.0,112.0
cfH77d4F85wZybgBFkGq,0.1,False,polygon,112.0,112.0
cthYJjx1fVD4fglsBGr7,0.1,False,polygon-ellipse-polygon,112.0,112.0
TWENIIj79kbiyWEXT6wH,0.1,False,polygon-shoe,112.0,112.0
4fTx0PnjvM1iLGmAxd8R,0.1,False,square-ring,112.0,112.0
06ErLaxv2WJ4zi96UjwD,0.1,False,shoe,112.0,112.0
kpCKXqJcvIifAVYsQFXU,0.1,False,square-ellipse,112.0,112.0
WPDB6OR4Lj8IyNJ8NlM8,0.1,False,circle,112.0,112.0
DqtZ0fhNTNz696gPD3fD,0.1,False,square-circle-circle-ring,112.0,112.0
ozgP7AtyZqnC2V7Pqlxl,0.1,False,ellipse-ring,112.0,112.0
pUZcBxc2WxJfenQ5VIis,0.1,False,ellipse-ring-square,112.0,112.0
hRUVAb6TKHw3PFVjLIHl,0.1,False,square-ring-square-shoe,112.0,112.0
AbvJ17Q7EjAIKtB1frdP,0.1,False,shoe,112.0,112.0
9JvANtVO8Mm41TuEPf1n,0.1,False,ring,112.0,112.0
gNFrbBJEGfPRZBRemwxQ,0.1,False,ring,112.0,112.0
6gNOZuM6TRKbZ8wgkmVn,0.1,False,ellipse-polygon-rectangle-ring,112.0,112.0
Is9LXbId2BAHxd7ZZsmW,0.1,False,square-polygon,112.0,112.0
tMfdZfpHTqlWCji0DNly,0.1,False,polygon-ring-shoe,112.0,112.0
BDVOuvm9hhPBGEiF6irP,0.1,False,rectangle,112.0,112.0
thvI8QchrbFbStrLVv1p,0.1,False,ring-rectangle-ellipse,112.0,112.0
Mdif1w4mSMo1gh2JX330,0.1,False,ring-rectangle,112.0,112.0
V9WdYGTAfcBrt1yMMMKB,0.1,False,polygon-circle,112.0,112.0
y6oIHc9Kg2sY3B5w1bE3,0.1,False,square-square-ring,112.0,112.0
aefb8tL51nAfPgEW2qpj,0.1,False,polygon-shoe-circle,112.0,112.0
Jumgbcxos3sZhFBXJiNX,0.1,False,square-shoe,112.0,112.0
APfxIUENJFBC3zHoGFpS,0.1,False,polygon,112.0,112.0
FVt5q2pQH27Jjn1jmEtG,0.1,False,ellipse-square-circle,112.0,112.0
GK10U0IkyvZ96yMJQPVv,0.1,False,ellipse-shoe-square-circle,112.0,112.0
v4Z9qjvMWfy6bI3gO8cv,0.1,False,square-circle-ellipse-polygon,112.0,112.0
6wSoHGW54ODNHtP9lvEc,0.1,False,shoe,112.0,112.0
8TglmbLqPZYEqxkiIlG6,0.1,False,polygon-ellipse-ring,112.0,112.0
8BWMl5LL6oj2um4JAzKK,0.1,False,circle,112.0,112.0
3tWQll1Xjek2gly6f8vM,0.1,False,polygon-circle-ring-square,112.0,112.0
GWgk2nooSMJf3zImYDKX,0.1,False,polygon-polygon,112.0,112.0
LP8kFuXY52S96o5yjPVG,0.1,False,polygon-polygon-polygon,112.0,112.0
Y4cq7QSEkvtxuvF8ak4M,0.1,False,ring-ring,112.0,112.0
27IUPS54p8zqFR2C83Yt,0.1,False,shoe-circle,112.0,112.0
T0wL3qzsXamfJX3Iqxfj,0.1,False,ellipse-shoe-shoe-ellipse,112.0,112.0
t8VSqdTq7Ti5CwncBp7c,0.1,False,rectangle-ring,112.0,112.0
Jb2S1wlaGZykVmZAmhOi,0.1,False,square-shoe,112.0,112.0
XYfjSSI7jaxogUWlr2Bq,0.1,False,shoe-square-shoe,112.0,112.0
iUMPJNiED0LXNUo1BNZ9,0.1,False,ring-rectangle,112.0,112.0
aGLsTDCsX2alPLt0m5wh,0.1,False,square-ring-polygon,112.0,112.0
nVffJEHpzxK2jroDzcPf,0.1,False,rectangle-square-ring-ring,112.0,112.0
PpuIOMWgM9Bk1meb3cvT,0.1,False,rectangle-rectangle-ring-circle,112.0,112.0
jUb2NJkCbrcesjF4eWRo,0.1,False,ellipse-rectangle,112.0,112.0
zS6icwEiUuXcm215C1ue,0.1,False,circle-ellipse,112.0,112.0
2UaQ4NnX9xIVgiDfGkWz,0.1,False,ellipse,112.0,112.0
2qTqThOoczSqwtkKB24H,0.1,False,square-shoe-ring,112.0,112.0
lb4uDKqPizkoEWUMDp7m,0.1,False,polygon-polygon-shoe-rectangle,112.0,112.0
Xuby4YR2T6psqEslt6z9,0.1,False,ring-rectangle,112.0,112.0
2xvYM9DBvDzrLOAXRbIZ,0.1,False,circle,112.0,112.0
PJTFAB4lTzzPZOhdYZsM,0.1,False,square,112.0,112.0
DVjXDEQATbMHD1Evf6Q6,0.1,False,ring-square-ring-circle,112.0,112.0
DxwJUCC41s8eZeI9g0kV,0.1,False,shoe,112.0,112.0
PhsGJ55tEv9UVSmrgX0c,0.1,False,rectangle,112.0,112.0
9GVlL80v79AA7MjlEI8r,0.1,False,square,112.0,112.0
myjgvhZOjKrTJxvcuS9Y,0.1,False,polygon-shoe-rectangle,112.0,112.0
BX4JD15rFP23UgDRK64o,0.1,False,ellipse-circle,112.0,112.0
Lnrj2Pr8hgge7sru6KZO,0.1,False,rectangle-square-rectangle,112.0,112.0
jXpm8rVbEAlHvCAU8u9j,0.1,False,circle-square,112.0,112.0
DzijV7V1d0h6qEGZoaHo,0.1,False,rectangle,112.0,112.0
f1LLcbv4SQ2Nmie2IMgQ,0.1,False,circle-ring,112.0,112.0
VX2DIxxjoiKOcvTJdLcz,0.1,False,ring-circle-square-ring,112.0,112.0
hpSexRblH3tHaTDNRcWI,0.1,False,rectangle-ring-polygon,112.0,112.0
27TI4qCcg8NbmPk31Uo7,0.1,False,rectangle-circle,112.0,112.0
Xq19gfgHJ3cRm8Zezevj,0.1,False,rectangle-ellipse-circle-square,112.0,112.0
jPR3zm1poSMbFYbdhZTH,0.1,False,ellipse,112.0,112.0
KpXDlkqLMRLZLsspdMUC,0.1,False,shoe-rectangle-rectangle-shoe,112.0,112.0
23LUJCgibob7dgKEPVAQ,0.1,False,square-rectangle-circle,112.0,112.0
LGQvaC5iswDFbxGlNT8K,0.1,False,shoe,112.0,112.0
pTJa6fhKO3Tt7v0y3p06,0.1,False,square-circle,112.0,112.0
fa5wmSl1chwdIpTwa7SE,0.1,False,polygon-ellipse,112.0,112.0
HhOflEgQ5tkm7hJKt4DM,0.1,False,square-polygon-circle-shoe,112.0,112.0
kYGih3Q93iTV6ap6cQk0,0.1,False,ring-ellipse,112.0,112.0
pHH6qMllk7axEDlv13DT,0.1,False,square-ring-shoe,112.0,112.0
8dNuC7q6KMjoyiOIGXul,0.1,False,square-ellipse,112.0,112.0
xdcKXqlBblnCDrMHml6e,0.1,False,polygon-rectangle-shoe-polygon,112.0,112.0
Jo7oBOdm2saL4ddJgw7Q,0.1,False,shoe-ring-ellipse-polygon,112.0,112.0
YkayLwQRMi6sDjXs7CBO,0.1,False,ellipse-polygon-square,112.0,112.0
PbHyvdskG8onIYt9uIJ9,0.1,False,ellipse-square,112.0,112.0
tzbo5buxHqeKn5aAceyL,0.1,False,square-square-rectangle,112.0,112.0
xoG7dUq7Scde4PxR8WEE,0.1,False,polygon-shoe-ellipse,112.0,112.0
V63dhWiyF39USlKc04S9,0.1,False,shoe-polygon-ring,112.0,112.0
LIDc4OGZs1P1kqMAvV5F,0.1,False,shoe-ring-square,112.0,112.0
L31jRyq44Jw9wpj3FQs0,0.1,False,circle-rectangle,112.0,112.0
SJSBt0aA940qKcGCGGcT,0.1,False,rectangle-square,112.0,112.0
wq4BEWC5DtKpNsuGWuP6,0.1,False,polygon-ring,112.0,112.0
2h1RsHlQP7s1dxFGcbVp,0.1,False,polygon-shoe-square-shoe,112.0,112.0
8N8Sl4aN2gcCzGoW89ba,0.1,False,circle,112.0,112.0
8hhzVWujSXuXmk5bZ1XW,0.1,False,square-ellipse,112.0,112.0
TkpbtGOAkB59BGxYVlvT,0.1,False,shoe-circle,112.0,112.0
Ez8lxQfgBZRTIcOnG0T6,0.1,False,square,112.0,112.0
LPELNdFSLGYpeMYvJCVd,0.1,False,polygon-ring-polygon-ring,112.0,112.0
FMqvD9qx4do8D5egS438,0.1,False,ring-shoe,112.0,112.0
hS51ypHfGOZV5XDjLNhm,0.1,False,rectangle-square-polygon-ring,112.0,112.0
UPORjPeDgYc1J6y7D10v,0.1,False,circle-circle-shoe,112.0,112.0
tgpYZh9oE9FI3XtvqAu5,0.1,False,circle-rectangle-ring-square,112.0,112.0
rkmktLOSAgipY6fUams3,0.1,False,ellipse-square,112.0,112.0
zE3dYj8iZP0aRxb3hg1l,0.1,False,polygon,112.0,112.0
IzOrcyYufpNfBApckP4l,0.1,False,circle-square-ellipse,112.0,112.0
hFzVNI1G2mpN0lz0SSSG,0.1,False,circle-ring-square,112.0,112.0
OwvlwIIpg0zS1xwaUPpV,0.1,False,circle-polygon-ring,112.0,112.0
PUglBBFBQEQcPqu5PAvz,0.1,False,ellipse-polygon-ellipse-ellipse,112.0,112.0
grjQQMkSsrM0vQ3RrX95,0.1,False,ellipse-rectangle,112.0,112.0
nNPoajkNYbKkv5UmF8z9,0.1,False,ring-ring-shoe-square,112.0,112.0
WOLBjHNJtDkTqos89RcY,0.1,False,rectangle,112.0,112.0
GwaPVl8TTSZWbgvlkh9N,0.1,False,circle-ellipse-rectangle,112.0,112.0
cDDlg5fe0dh9OtXdO9lp,0.1,False,ring,112.0,112.0
wxYGFz0KCTj26EEYzAhf,0.1,False,rectangle-ring,112.0,112.0
fhGfW1rTfB0b9uIQu1u1,0.1,False,rectangle,112.0,112.0
GylwY8ciSFteoHPrTrkW,0.1,False,shoe,112.0,112.0
Fn22wd7QfIDFX3CbxYL6,0.1,False,ring-square-square-ring,112.0,112.0
KctFYaespfHvQkT9wUzM,0.1,False,circle-square-ellipse,112.0,112.0
Zszv42LUC7JCgM3xoduD,0.1,False,ring-polygon-square,112.0,112.0
79wmPr8NiFpjiQEVWd7U,0.1,False,ring,112.0,112.0
c3IsXSZjolpXriBj87RO,0.1,False,circle-ring-polygon-ellipse,112.0,112.0
a6G2ynsxMVsJfq5x3fZT,0.1,False,ring-ellipse-ellipse,112.0,112.0
6XnxczA31NAjpBTe3Vq8,0.1,False,ring-rectangle-square-circle,112.0,112.0
OEpqt0lriVLlj7nbUcGs,0.1,False,polygon,112.0,112.0
rC1OpVAouvIJuzPI0Rz1,0.1,False,shoe-ellipse-ring,112.0,112.0
bekdLSSQ6FMJkheCC2uK,0.1,False,rectangle,112.0,112.0
JXsk4VvYbGpzi5gJrSDm,0.1,False,ellipse-ellipse,112.0,112.0
4D1zuVJcJKxSH0OLuDnY,0.1,False,circle-polygon,112.0,112.0
ckOB1Biuq04xFVOE1PP3,0.1,False,rectangle,112.0,112.0
Vsgnmp0accehSReJtf4N,0.1,False,shoe,112.0,112.0
sHTiE0ni9OHA1oVP92Td,0.1,False,ring-ellipse,112.0,112.0
bX2ShyRBEhefDuYe04EQ,0.1,False,shoe-circle,112.0,112.0
iAu82MAFM1gubl0A8Dmg,0.1,False,ring-square,112.0,112.0
ObUVaXyxyonr8WMEbIMH,0.1,False,polygon-ring-ring,112.0,112.0
ORD7nCiG46AaLThkqY4I,0.1,False,circle,112.0,112.0
6Yxc6I2QXshWQau4x5KM,0.1,False,shoe-shoe-circle,112.0,112.0
GvsZsqNYpjMI261KZUhG,0.1,False,circle-ellipse,112.0,112.0
otuMP6lDfnLvKDzbRgdx,0.1,False,circle,112.0,112.0
3hfzfsruMUFClixTnxYH,0.1,False,ring,112.0,112.0
ZvyG4NDVq9bXAMtdBwzn,0.1,False,square,112.0,112.0
xeBBpSf5F5sZxt1q1Q7r,0.1,False,circle-polygon-ellipse,112.0,112.0
XhJTAufuGroHZhTgOoSi,0.1,False,circle,112.0,112.0
VZ1ZSP7uhY9J7hP6JYLr,0.1,False,circle-ring-ellipse,112.0,112.0
5Q4jZ2GFnO7mHAYY5q7F,0.1,False,polygon-ring-square-circle,112.0,112.0
0Tdqse9Cy2PoFuuizcfn,0.1,False,circle-circle-shoe-rectangle,112.0,112.0
34F9K1erXPHoFUi1D9XS,0.1,False,ring,112.0,112.0
8qON62NLpVt5tUfNvzRn,0.1,False,ring,112.0,112.0
Qa43RvBLCPq5T7Mi8Pp2,0.1,False,ellipse-circle-shoe,112.0,112.0
TW1TrzGNT6QSSbDu9SUx,0.1,False,polygon-polygon-square,112.0,112.0
ccI8Vwgqjg9eO61WSmQj,0.1,False,polygon-ring-polygon,112.0,112.0
LnqKSKFRp5CULIgA7xtt,0.1,False,ring-rectangle,112.0,112.0
rQ2tEKPFDDQAWq0vpwU8,0.1,False,ring-circle-shoe-circle,112.0,112.0
uNjgjzbRp4TS899LXKcJ,0.1,False,ring-square-circle,112.0,112.0
uQOU1FEhAdeVMywRyFWm,0.1,False,ring-square-polygon,112.0,112.0
odQRwdlaKDoGBRIcFupW,0.1,False,circle-rectangle-ring-circle,112.0,112.0
83edSriMjRg4jsNsyMAR,0.1,False,circle-shoe,112.0,112.0
k6Ue0Vaas0ZHSomcTfZs,0.1,False,circle-polygon-square-ring,112.0,112.0
BADCZmA6Ep340q4vWQ5v,0.1,False,shoe-square-polygon,112.0,112.0
craPhBmPOSuvxScdt9zk,0.1,False,ellipse-ellipse,112.0,112.0
aq1gtixRGmf0VfndwUQR,0.1,False,circle-polygon,112.0,112.0
kSg1fUp5wfQZugXa5DBD,0.1,False,square-shoe,112.0,112.0
m2ZKUYjzA4i2zhnl95Z0,0.1,False,ellipse,112.0,112.0
rmzLgtkuDhS1uAjitTJa,0.1,False,polygon,112.0,112.0
rT4GsuzQFMdG3L4TsPQr,0.1,False,polygon-ellipse-shoe-polygon,112.0,112.0
LjHacS8lNcYlR90nb1X3,0.1,False,square-ellipse-shoe,112.0,112.0
pg1AbWgKCBwXCMpxaJpt,0.1,False,rectangle-ellipse-shoe,112.0,112.0
SNvvr6PkADT8slgLv7ts,0.1,False,circle-rectangle-circle,112.0,112.0
Vs4NoEZJ0xU8rwc3eUeb,0.1,False,square,112.0,112.0
VJnS1KziwfBTb4QEhjmf,0.1,False,ellipse-ring-ellipse-polygon,112.0,112.0
RkFWklGjMiIRe4Hb4baz,0.1,False,square,112.0,112.0
UZZ3ztT0sBx8UrV8v3QO,0.1,False,shoe,112.0,112.0
uVKkIHCnRF4NOfzpDHjB,0.1,False,ellipse-square-circle,112.0,112.0
UO9saa8kJGVRH9PkmkL7,0.1,False,ellipse-square-rectangle-shoe,112.0,112.0
muQ47Lv9CcKHgUqFiTUF,0.1,False,circle,112.0,112.0
T59aTFXPuPp5JQmEBSRg,0.1,False,polygon,112.0,112.0
PrfSn9HrUn9WINANOzla,0.1,False,ring-circle,112.0,112.0
1keEri5tIisg3Otr08PM,0.1,False,ring,112.0,112.0
0vngwvnXvapMS7bWrnQV,0.1,False,rectangle,112.0,112.0
GP33JGSYsO7Ljxwzts9k,0.1,False,ellipse-shoe-ellipse-ellipse,112.0,112.0
9KCWIE0sTyIsiAZdzKRg,0.1,False,shoe-square-ellipse,112.0,112.0
aw1QzEEpdXCjWBoAsyCQ,0.1,False,shoe-ellipse,112.0,112.0
2JcCVRkZRbcfh4VNWrW4,0.1,False,square-rectangle,112.0,112.0
0GYRy6Od4dwTT8wncwuU,0.1,False,square-ring-shoe,112.0,112.0
yLRIOYYPArHxK4WsrB9N,0.1,False,circle-polygon-shoe,112.0,112.0
5WNr2QWyDLftvmhYBKfS,0.1,False,polygon-polygon-polygon-polygon,112.0,112.0
gU7lKVsEMODVEY1a481W,0.1,False,square-ring-shoe-ellipse,112.0,112.0
kZWp2jCdpIzR7wGSE2bp,0.1,False,polygon-rectangle-ellipse,112.0,112.0
rGIYpHMEvHCjp8QLz5YT,0.1,False,ellipse-square,112.0,112.0
CaKppOAzJD99PdwU39lU,0.1,False,shoe-rectangle,112.0,112.0
1s8qUjybui0LZlNarxyc,0.1,False,ring-square-ellipse-ellipse,112.0,112.0
CGN8TYypjvM8jrIP0yZU,0.1,False,shoe,112.0,112.0
aUU8yS59G1SBrB7XM9Sz,0.1,False,square-square-circle,112.0,112.0
6L9hRvZ1AGasbfwjpj5P,0.1,False,circle-square,112.0,112.0
kEdFKx2pHPK57jm9jKnX,0.1,False,ellipse,112.0,112.0
DCrqiKKYJfrwrUVy5p1N,0.1,False,ellipse-ellipse-polygon-polygon,112.0,112.0
UoSa9ukhO193EBqUsi8h,0.1,False,polygon-rectangle-shoe,112.0,112.0
YJJyrEBOGST9n0cX6r4N,0.1,False,square-ellipse,112.0,112.0
hqM7ajruKoIDJXjY0hj4,0.1,False,square-ellipse,112.0,112.0
hczjrI56FGGVSiiJMzpE,0.1,False,shoe-rectangle-rectangle,112.0,112.0
C5mlvrcGm0nw17jq6BhH,0.1,False,shoe-polygon-polygon,112.0,112.0
j85eDgdqqvT6B9ZxJu2R,0.1,False,rectangle-rectangle-ring-shoe,112.0,112.0
GI6sX0pKDkl9YQzHcV3C,0.1,False,ring,112.0,112.0
wp3aGKWLcHFSKCXK0R4M,0.1,False,polygon-shoe-square-circle,112.0,112.0
8nnxV8hSJpzwpOSlMEym,0.1,False,ring,112.0,112.0
lVf6jjuPQkfwYPHiZUDh,0.1,False,circle,112.0,112.0
SxGBDbaXIW9ffnuI0Ts2,0.1,False,rectangle-circle-rectangle-rectangle,112.0,112.0
rNIOVVIXQHPRsCv9Vy4k,0.1,False,circle-rectangle,112.0,112.0
2Ez6MM1bwGZZNDUBRv5G,0.1,False,polygon-circle-shoe,112.0,112.0
LeXrYQsXYEWmlSjkvDsJ,0.1,False,square,112.0,112.0
tczP23EOBr32nqhGNXo3,0.1,False,square-ring-ellipse,112.0,112.0
tSHzRtU6hnDLjVYU1xy9,0.1,False,polygon-square-polygon,112.0,112.0
1RYmgBpnX4xutzaYao4M,0.1,False,shoe-shoe-ellipse-rectangle,112.0,112.0
GkGrng4XJakUSXJy5VaH,0.1,False,polygon-ellipse,112.0,112.0
beKBaOz5KW7N1JRKzZzB,0.1,False,square-rectangle-ring,112.0,112.0
dm9cLlk7BPk9xS78Ef6z,0.1,False,ring-circle,112.0,112.0
VfuV5XXJtVkn80dY4BS9,0.1,False,circle-rectangle,112.0,112.0
rVIc8QWHCiVq4zUHlpB5,0.1,False,square-polygon,112.0,112.0
lyIWQPb5Wat9eNGG4eTY,0.1,False,shoe-square,112.0,112.0
nlaBuodfZS2EidYQNyTb,0.1,False,ellipse,112.0,112.0
QOOzBpGw3ndaUtvO6igu,0.1,False,ellipse-shoe-shoe-ellipse,112.0,112.0
tx8rC0XrureJHVVadmv5,0.1,False,ellipse-circle,112.0,112.0
TDivCH9srBNd3lcCGRAj,0.1,False,shoe-rectangle,112.0,112.0
YwRTqzaccnjsVHO9yAFT,0.1,False,circle,112.0,112.0
W0RXcolFt4yaC8isxREH,0.1,False,circle-shoe,112.0,112.0
9aj6MLsOYK5z90CoRqwd,0.1,False,ellipse-shoe-polygon-circle,112.0,112.0
aVvktbQrF3nqnYHgxT2T,0.1,False,shoe,112.0,112.0
ZcQ7OkPSYmftHmqRNku5,0.1,False,ring,112.0,112.0
rLWthRgrxhRLqq6MT3QF,0.1,False,rectangle,112.0,112.0
Qhs11jRGi8EEqlDnOLn4,0.1,False,shoe-ring,112.0,112.0
x8yj4k1mv0u4cWuZRVwZ,0.1,False,shoe-ring-ring-shoe,112.0,112.0
U3MGh6GxhRGm0BvojBi1,0.1,False,polygon-polygon,112.0,112.0
qfxq1hFs3bKUbEHV6P40,0.1,False,shoe-shoe-square,112.0,112.0
ukK5g8wnoEIfKSsNiSqL,0.1,False,shoe,112.0,112.0
